Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-hl7.fhir.cl.clcore.json	29927	-	0	0	0	0	0	0	4	47	0	0	0	0	0	0	0	0	0	0	129	117	0	0	0	6	1	1
fsh-generated/resources/AllergyIntolerance-AllergyIntoleranceEj.json	1213	3	0	0	0	3	0	0	1	282	0	0	0	0	0	0	0	0	0	0	12	18	0	1	0	0	0	0
fsh-generated/resources/AuditEvent-AuditEventEx.json	1313	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	14	21	0	0	0	0	0	0
fsh-generated/resources/CapabilityStatement-cl-core-client.json	233893	12	0	0	0	0	0	0	9	138	0	0	0	0	0	0	0	1	0	0	475	237	0	1	0	19	0	2
fsh-generated/resources/CapabilityStatement-cl-core-server.json	234743	10	1	0	0	0	0	0	10	53	0	0	0	0	0	0	0	1	0	0	462	131	0	0	0	11	0	2
fsh-generated/resources/CodeSystem-CSClaseVacuna.json	1041	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	18	1575	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-CSCodComunasCL.json	23374	4	1	0	0	0	0	0	3	16	0	0	0	0	0	0	0	0	0	0	107	119	0	0	0	4	0	1
fsh-generated/resources/CodeSystem-CSCodMadurez.json	1086	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	13	34	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSCodProvinciasCL.json	4454	11	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	1	0	0	27	39	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-CSCodRegionCL.json	2028	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	16	27	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSCodigoDNI.json	3046	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	20	31	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSCodigoServicio.json	1917	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	15	28	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-CSCodigoVacunas.json	8087	2	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	42	40	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-CSCodigoslenguaje.json	7013	2	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	34	32	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSEspecialidadFarma.json	1139	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	11	22	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-CSEspecialidadOdontologica.json	1884	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	15	23	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSEspecialidadesDeisCL.json	6022	2	1	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	33	32	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-CSIdentidaddeGenero.json	1230	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	11	25	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSNombreCampana.json	4124	2	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	25	29	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-CSRazonNOTinm.json	1219	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	11	21	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSSexoListadoDeis.json	1078	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	22	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSTipoIdentificador.json	2590	2	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	17	24	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CSTiposEncuentroCL.json	996	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	22	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CodPais.json	17344	3	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	76	76	0	0	1	3	0	0
fsh-generated/resources/CodeSystem-EspecialidadesConacemConaceoCS.json	2900	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	22	26	0	0	0	17	0	0
fsh-generated/resources/CodeSystem-csrazonnoencuentro.json	1785	2	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	14	23	0	0	0	0	0	0
fsh-generated/resources/Composition-DocumentoEjemplo1.json	2038	2	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	13	15	1	0	0	0	0	0
fsh-generated/resources/Condition-DiagnosticoEj.json	949	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0
fsh-generated/resources/Condition-DiagnosticoEj2.json	1226	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0
fsh-generated/resources/Encounter-EjemploEncounterCL.json	1591	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	13	51	0	0	0	0	0	0
fsh-generated/resources/Immunization-ImmunizationEj.json	797	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	20	0	0	0	0	0	0
fsh-generated/resources/Location-LocalizacionEjemploCL1.json	2868	2	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	13	17	0	0	0	0	0	0
fsh-generated/resources/Medication-MedicamentoCl-2.json	631	2	0	0	0	0	0	0	11	1	0	0	0	0	0	0	0	0	0	0	8	9	0	0	0	0	0	0
fsh-generated/resources/Medication-MedicamentoCl.json	626	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0
fsh-generated/resources/Observation-ObservacinEjemplo.json	1219	1	0	0	0	0	0	0	0	360	0	0	0	0	0	0	0	0	0	0	11	12	0	0	0	0	0	0
fsh-generated/resources/Organization-EjemploLaboratorio1.json	2437	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	8	0	0	0	0	0	0
fsh-generated/resources/Organization-OrganizacionClEjemplo1.json	2596	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	7	0	0	0	0	0	0
fsh-generated/resources/Patient-PacienteCL.json	6462	2	1	0	0	0	0	0	1	287	0	0	0	0	0	0	0	0	0	0	19	28	0	0	0	0	0	0
fsh-generated/resources/Practitioner-EjemploPrestadorCL.json	3439	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	12	10	0	0	0	0	0	0
fsh-generated/resources/Practitioner-EjemploPrestadorCL2.json	3905	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	8	0	0	0	0	0	0
fsh-generated/resources/PractitionerRole-EjemploEspecialidadCL.json	634	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	0	0	0	0	0	0
fsh-generated/resources/PractitionerRole-EjemploEspecialidadCL2.json	642	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	0	0	0	0	0	0
fsh-generated/resources/Provenance-EjemplValidacionProvCl.json	1238	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	17	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-AuditEventCl.json	7296	2	0	0	0	0	0	216	1	36	0	0	0	0	0	0	0	1	0	0	287	2266	0	1	0	8	0	1
fsh-generated/resources/StructureDefinition-Campana.json	1364	1	0	0	0	0	0	17	0	5	0	0	0	0	0	0	0	0	0	0	42	148	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ClaseVacuna.json	1572	2	1	0	0	0	0	11	0	4	0	0	0	0	0	0	0	0	0	0	40	147	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-CodigoPaises.json	2092	2	0	0	0	0	0	10	0	6	0	0	0	0	0	0	0	1	0	0	84	191	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ComunasCl.json	2219	1	0	0	0	0	0	11	0	6	0	0	0	0	0	0	0	0	0	0	82	200	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-CoreAletgiaIntCl.json	3721	2	0	0	0	0	0	23	0	9	0	0	0	0	0	0	0	0	0	0	171	412	0	0	0	7	0	1
fsh-generated/resources/StructureDefinition-CoreDiagnosticoCl.json	4107	1	0	0	0	0	0	30	0	10	0	0	0	0	0	0	0	1	0	0	188	444	0	0	0	9	0	0
fsh-generated/resources/StructureDefinition-CoreLocalizacionCl.json	6141	2	0	0	0	0	0	15	0	13	0	0	0	0	0	0	0	0	0	0	220	489	0	0	0	8	0	0
fsh-generated/resources/StructureDefinition-CoreMedicamentoCl.json	6618	2	0	0	0	0	0	26	0	60	0	0	0	0	0	0	0	1	0	0	277	442	0	0	0	7	0	1
fsh-generated/resources/StructureDefinition-CoreObservacionCL.json	7040	1	0	0	0	0	0	36	0	28	0	0	0	0	0	0	0	1	0	0	265	462	0	0	0	7	1	0
fsh-generated/resources/StructureDefinition-CoreOrganizacionCl.json	6308	2	0	0	0	0	0	13	0	12	0	0	0	0	0	0	0	0	0	0	233	335	0	0	0	6	0	1
fsh-generated/resources/StructureDefinition-CorePacienteCl.json	19986	2	0	0	0	0	0	40	0	47	0	0	0	0	0	0	0	2	0	0	599	778	0	0	0	15	0	1
fsh-generated/resources/StructureDefinition-CorePrestadorCl.json	22770	3	0	0	0	0	0	29	0	54	0	0	1	0	0	0	0	3	0	0	999	1337	0	0	0	26	0	1
fsh-generated/resources/StructureDefinition-CoreRolClinicoCl.json	6144	2	0	0	0	0	0	13	0	12	0	0	0	0	0	0	0	0	0	0	264	387	0	0	0	6	0	1
fsh-generated/resources/StructureDefinition-DocumentoCl.json	7521	1	0	0	0	0	0	23	0	12	0	0	0	0	0	0	0	1	0	0	283	417	0	0	0	8	0	0
fsh-generated/resources/StructureDefinition-Dosis.json	1333	2	0	0	0	0	0	11	0	4	0	0	0	0	0	0	0	0	0	0	44	71	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EncounterCL.json	6926	1	1	0	0	0	0	18	0	14	0	0	0	0	0	0	0	1	0	0	318	398	0	0	0	7	0	1
fsh-generated/resources/StructureDefinition-IdContacto.json	5083	2	0	0	0	0	0	52	0	18	0	0	0	0	0	0	0	0	0	0	231	278	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-IdentidadDeGenero.json	1511	2	0	0	0	0	0	9	0	7	0	0	0	0	0	0	0	0	0	0	41	71	0	0	0	1	1	0
fsh-generated/resources/StructureDefinition-ImmunizationCL.json	10856	2	0	0	0	0	0	37	0	16	0	0	0	0	0	0	0	2	0	0	370	530	0	0	0	11	0	1
fsh-generated/resources/StructureDefinition-NombreComercial.json	1468	1	0	0	0	0	0	8	0	4	0	0	0	0	0	0	0	0	0	0	40	74	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ProvenanceCl.json	9407	2	0	0	0	0	0	23	0	27	0	0	0	0	0	0	0	1	0	0	303	411	0	0	0	9	0	0
fsh-generated/resources/StructureDefinition-ProvinciasCl.json	2252	2	0	0	0	0	0	9	0	7	0	0	0	0	0	0	0	0	0	0	92	136	0	1	0	2	0	1
fsh-generated/resources/StructureDefinition-ProxFecha.json	1418	1	0	0	0	0	0	9	0	6	0	0	0	0	0	0	0	0	0	0	46	66	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-RegionesCl.json	2231	2	0	0	0	0	0	7	0	7	0	0	0	0	0	0	0	1	0	0	96	120	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-SegundoApellido.json	1275	1	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	44	67	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-SexoBiologico.json	1508	1	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	44	65	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-cl-address.json	6201	2	0	0	0	0	0	4	0	17	0	0	0	0	0	0	0	0	0	0	153	170	0	0	0	3	0	0
fsh-generated/resources/ValueSet-CodPais.json	1130	1	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	9	2768	0	0	0	1	0	0
fsh-generated/resources/ValueSet-VSClaseVacuna.json	1134	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	30	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSCodMadurez.json	1159	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	10	36	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSCodigosComunaCL.json	969	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	163	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSCodigosProvinciasCL.json	990	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	46	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSCodigosRegionesCL.json	976	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	33	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSCodigoslenguaje.json	843	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	52	0	0	0	1	0	0
fsh-generated/resources/ValueSet-VSDiagnosticosSCT.json	1501	1	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	10	1609	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSEspecialidadesCL.json	1248	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	11	66	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSIdentidaddeGenero.json	839	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	36	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSNombreCampana.json	895	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	37	0	0	0	0	0	0
